n_wells,n_cells,dx,param_mode,zone_proximal_km,zone_distal_km,zone_cell_counts,n_params,forcing,boundaries,meter_filter,eta_classes,fix_eta,fix_head_extra,pump_split,return_flow,l_min,spread_km,holdout_months,loss_mode,r2_temporal,r2_temporal_clim,epochs,n_folds,seed,n_sites,colocation_rate,loss,r2_insample,r2_kfold,r2_idw,bounds_hit,fold_bounds_hit,theta,cg_maxiter,cg_check_every,compile_matvec,cg_nonconverged,cg_worst_residual,git_commit,fit_time_s,gate_time_s
158,2148,1000.0,zonal,205.0,182.0,"{'proximal': 264, 'mid': 1235, 'distal': 649}",33,on,coast-apex,dedupe-cap,None,0.5,40.0,True,True,0.0001,21.241297368855836,0,level,,,500,5,0,82,0.0,37.61781608850167,0.91794329982557,0.8103039666074436,0.7017821210424823,"{'proximal': {'log_T': {'lo': 1, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 1, 'n': 4}, 'log_L': {'lo': 2, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 0, 'hi': 1, 'n': 4}, 'log_S': {'lo': 0, 'hi': 0, 'n': 4}, 'log_L': {'lo': 2, 'hi': 0, 'n': 3}}, 'global': {'log_C_coast': {'lo': 0, 'hi': 1, 'n': 4}, 'log_C_apex': {'lo': 0, 'hi': 1, 'n': 1}, 'log_spread_km': {'lo': 0, 'hi': 0, 'n': 1}}}","[{'proximal': {'log_T': {'lo': 1, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 2, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 1, 'n': 4}, 'log_L': {'lo': 2, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 0, 'hi': 1, 'n': 4}, 'log_S': {'lo': 0, 'hi': 0, 'n': 4}, 'log_L': {'lo': 3, 'hi': 0, 'n': 3}}, 'global': {'log_C_coast': {'lo': 0, 'hi': 1, 'n': 4}, 'log_C_apex': {'lo': 0, 'hi': 1, 'n': 1}, 'log_spread_km': {'lo': 0, 'hi': 0, 'n': 1}}}, {'proximal': {'log_T': {'lo': 1, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 2, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 0, 'hi': 1, 'n': 4}, 'log_S': {'lo': 0, 'hi': 0, 'n': 4}, 'log_L': {'lo': 3, 'hi': 0, 'n': 3}}, 'global': {'log_C_coast': {'lo': 0, 'hi': 1, 'n': 4}, 'log_C_apex': {'lo': 0, 'hi': 1, 'n': 1}, 'log_spread_km': {'lo': 0, 'hi': 1, 'n': 1}}}, {'proximal': {'log_T': {'lo': 1, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 1, 'n': 4}, 'log_L': {'lo': 2, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 0, 'hi': 1, 'n': 4}, 'log_S': {'lo': 0, 'hi': 0, 'n': 4}, 'log_L': {'lo': 2, 'hi': 0, 'n': 3}}, 'global': {'log_C_coast': {'lo': 0, 'hi': 1, 'n': 4}, 'log_C_apex': {'lo': 0, 'hi': 1, 'n': 1}, 'log_spread_km': {'lo': 0, 'hi': 0, 'n': 1}}}, {'proximal': {'log_T': {'lo': 1, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 1, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 2, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 0, 'hi': 1, 'n': 4}, 'log_S': {'lo': 0, 'hi': 0, 'n': 4}, 'log_L': {'lo': 3, 'hi': 0, 'n': 3}}, 'global': {'log_C_coast': {'lo': 0, 'hi': 0, 'n': 4}, 'log_C_apex': {'lo': 0, 'hi': 1, 'n': 1}, 'log_spread_km': {'lo': 0, 'hi': 0, 'n': 1}}}, {'proximal': {'log_T': {'lo': 0, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 2, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 0, 'hi': 1, 'n': 4}, 'log_S': {'lo': 0, 'hi': 0, 'n': 4}, 'log_L': {'lo': 2, 'hi': 0, 'n': 3}}, 'global': {'log_C_coast': {'lo': 0, 'hi': 1, 'n': 4}, 'log_C_apex': {'lo': 0, 'hi': 1, 'n': 1}, 'log_spread_km': {'lo': 0, 'hi': 0, 'n': 1}}}]","{'log_T_proximal': [2.302585092994046], 'log_S_proximal': [-6.176264536813125], 'log_T_mid': [2.785844284142983, 2.3846902672201455, 2.8820251385368927, 4.767411311325048], 'log_S_mid': [-2.571226987823217, -1.2039728043259361, -5.51272072836453, -2.336379906394123], 'log_T_distal': [9.903487552536127, 4.7588544287951375, 6.52832324043332, 6.70435927715552], 'log_S_distal': [-4.627314382510791, -6.733809595788572, -7.190592325114455, -7.137233309359291], 'log_L_mid': [-8.917394107438273, -9.210340371976182, -9.210340371976182], 'log_L_distal': [-9.210340371976182, -9.210340371976182, -8.69031960088273], 'log_C_coast': [11.512925464970229, 1.3891542337731613, 0.8525540990547776, 0.5315834383169418], 'log_C_apex': [11.512925464970229], 'pump_split_logit': -5.262340349692298, 'return_frac_logit': 2.863641357600387, 'log_spread_km': 3.0559472759045714, 'recharge_frac_logit': -1.2636654654995343, 'log_eta': -0.6931471805599453, 'log_head_extra': 3.6888794541139363, 'eta': 0.5, 'head_extra_m': 40.0, 'C_coast_m2day': [100000.00000000001, 4.011455863961111, 2.3456301794920016, 1.7016245941053822], 'C_apex_m2day': 100000.00000000001, 'pump_frac_shallow': 0.0051564334854394475, 'return_frac': 0.6622136873870182, 'spread_km': 21.241297368855836, 'recharge_frac': 0.22034354814359472}",2000,25,True,0,0.0,34e42d3,12504.892425401136,65630.32949500205
