n_wells,n_cells,dx,param_mode,zone_proximal_km,zone_distal_km,zone_cell_counts,n_params,forcing,boundaries,meter_filter,eta_classes,epochs,n_folds,seed,n_sites,colocation_rate,loss,r2_insample,r2_kfold,r2_idw,bounds_hit,fold_bounds_hit,theta,cg_maxiter,cg_check_every,compile_matvec,cg_nonconverged,cg_worst_residual,git_commit,fit_time_s,gate_time_s
158,2148,1000.0,zonal,205.0,182.0,"{'proximal': 264, 'mid': 1235, 'distal': 649}",32,on,coast-apex,dedupe-cap,None,500,5,0,82,0.0,42.867372768935745,0.9064923081066101,0.7566221403273278,0.7017821210424823,"{'proximal': {'log_T': {'lo': 1, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 1, 'hi': 1, 'n': 4}, 'log_S': {'lo': 0, 'hi': 1, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'global': {'log_eta': {'lo': 1, 'hi': 0, 'n': 1}, 'log_head_extra': {'lo': 0, 'hi': 1, 'n': 1}, 'log_C_coast': {'lo': 0, 'hi': 1, 'n': 4}, 'log_C_apex': {'lo': 0, 'hi': 1, 'n': 1}}}","[{'proximal': {'log_T': {'lo': 1, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 1, 'hi': 1, 'n': 4}, 'log_S': {'lo': 0, 'hi': 1, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'global': {'log_eta': {'lo': 1, 'hi': 0, 'n': 1}, 'log_head_extra': {'lo': 0, 'hi': 1, 'n': 1}, 'log_C_coast': {'lo': 0, 'hi': 1, 'n': 4}, 'log_C_apex': {'lo': 0, 'hi': 1, 'n': 1}}}, {'proximal': {'log_T': {'lo': 1, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 0, 'hi': 1, 'n': 4}, 'log_S': {'lo': 0, 'hi': 0, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'global': {'log_eta': {'lo': 1, 'hi': 0, 'n': 1}, 'log_head_extra': {'lo': 0, 'hi': 1, 'n': 1}, 'log_C_coast': {'lo': 0, 'hi': 1, 'n': 4}, 'log_C_apex': {'lo': 0, 'hi': 1, 'n': 1}}}, {'proximal': {'log_T': {'lo': 1, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 1, 'hi': 1, 'n': 4}, 'log_S': {'lo': 0, 'hi': 1, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'global': {'log_eta': {'lo': 1, 'hi': 0, 'n': 1}, 'log_head_extra': {'lo': 0, 'hi': 1, 'n': 1}, 'log_C_coast': {'lo': 0, 'hi': 1, 'n': 4}, 'log_C_apex': {'lo': 0, 'hi': 1, 'n': 1}}}, {'proximal': {'log_T': {'lo': 1, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 2, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 2, 'hi': 1, 'n': 4}, 'log_S': {'lo': 0, 'hi': 1, 'n': 4}, 'log_L': {'lo': 1, 'hi': 0, 'n': 3}}, 'global': {'log_eta': {'lo': 1, 'hi': 0, 'n': 1}, 'log_head_extra': {'lo': 0, 'hi': 1, 'n': 1}, 'log_C_coast': {'lo': 0, 'hi': 1, 'n': 4}, 'log_C_apex': {'lo': 0, 'hi': 1, 'n': 1}}}, {'proximal': {'log_T': {'lo': 1, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 1, 'hi': 1, 'n': 4}, 'log_S': {'lo': 0, 'hi': 0, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'global': {'log_eta': {'lo': 1, 'hi': 0, 'n': 1}, 'log_head_extra': {'lo': 0, 'hi': 1, 'n': 1}, 'log_C_coast': {'lo': 0, 'hi': 1, 'n': 4}, 'log_C_apex': {'lo': 0, 'hi': 1, 'n': 1}}}]","{'log_T_proximal': [2.302585092994046], 'log_S_proximal': [-7.252744710356607], 'log_T_mid': [3.714426416761859, 3.4172699400105224, 3.5888277240484037, 3.8966110934887976], 'log_S_mid': [-1.2039728043259361, -1.2039728043259361, -7.483933872369393, -2.3093591035624583], 'log_T_distal': [9.903487552536127, 5.637787975736484, 3.9356506798264146, 2.302585092994046], 'log_S_distal': [-5.451891017499644, -12.41686872926586, -12.463390360851331, -1.2039728043259361], 'log_L_mid': [-12.71023793617271, -10.631245738787124, -11.681884190917579], 'log_L_distal': [-17.502755024397832, -10.399262599788152, -11.963030895929924], 'log_eta': -2.995732273553991, 'log_head_extra': 5.298317366548036, 'log_C_coast': [11.512925464970229, -1.34899847411965, -1.6015141883149684, 0.36499181103749523], 'log_C_apex': [11.512925464970229], 'recharge_frac_logit': -2.5817121735959865, 'eta': 0.05000000000000001, 'head_extra_m': 199.99999999999991, 'C_coast_m2day': [100000.00000000001, 0.25950002653557447, 0.20159103998026084, 1.4405022118823163], 'C_apex_m2day': 100000.00000000001, 'recharge_frac': 0.07032470806414723}",2000,25,True,0,0.0,cd612c9,21400.12088059995,94260.28873108001
