epoch,r2_insample
1,-105.49163694295139
25,0.1522605374691408
50,0.6283950399427811
75,0.9344888038249204
100,0.9394447616085794
125,0.9411966645072812
150,0.9430861133480534
175,0.9443644615068534
200,0.944572996018018
225,0.9443887025036384
250,0.9440783952820513
275,0.9437433495261875
300,0.9434281747037213
325,0.9431585708403017
350,0.9429519613865747
375,0.9428207838371676
400,0.942773421764986
