n_wells,n_cells,dx,param_mode,zone_proximal_km,zone_distal_km,zone_cell_counts,n_params,forcing,epochs,n_folds,seed,n_sites,colocation_rate,loss,r2_insample,r2_kfold,r2_idw,bounds_hit,fold_bounds_hit,theta,cg_maxiter,cg_check_every,compile_matvec,cg_nonconverged,cg_worst_residual,git_commit,fit_time_s,gate_time_s
158,2148,1000.0,zonal,205.0,182.0,"{'proximal': 264, 'mid': 1235, 'distal': 649}",27,on,500,5,0,82,0.0,60.46263241732207,0.8681113203940078,0.6217101608190028,0.7017821210424823,"{'proximal': {'log_T': {'lo': 0, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 1, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 1, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'global': {'log_eta': {'lo': 1, 'hi': 0, 'n': 1}, 'log_head_extra': {'lo': 0, 'hi': 1, 'n': 1}}}","[{'proximal': {'log_T': {'lo': 0, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 1, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 1, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'global': {'log_eta': {'lo': 1, 'hi': 0, 'n': 1}, 'log_head_extra': {'lo': 0, 'hi': 1, 'n': 1}}}, {'proximal': {'log_T': {'lo': 0, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 1, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 1, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'global': {'log_eta': {'lo': 1, 'hi': 0, 'n': 1}, 'log_head_extra': {'lo': 0, 'hi': 1, 'n': 1}}}, {'proximal': {'log_T': {'lo': 0, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 3, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 1, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'global': {'log_eta': {'lo': 1, 'hi': 0, 'n': 1}, 'log_head_extra': {'lo': 0, 'hi': 1, 'n': 1}}}, {'proximal': {'log_T': {'lo': 0, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 3, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'global': {'log_eta': {'lo': 1, 'hi': 0, 'n': 1}, 'log_head_extra': {'lo': 0, 'hi': 1, 'n': 1}}}, {'proximal': {'log_T': {'lo': 0, 'hi': 0, 'n': 1}, 'log_S': {'lo': 0, 'hi': 0, 'n': 1}}, 'mid': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 2, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'distal': {'log_T': {'lo': 0, 'hi': 0, 'n': 4}, 'log_S': {'lo': 0, 'hi': 1, 'n': 4}, 'log_L': {'lo': 0, 'hi': 0, 'n': 3}}, 'global': {'log_eta': {'lo': 1, 'hi': 0, 'n': 1}, 'log_head_extra': {'lo': 0, 'hi': 1, 'n': 1}}}]","{'log_T_proximal': [5.825010549865089], 'log_S_proximal': [-6.195482492296873], 'log_T_mid': [7.16970801108498, 5.4694481934740775, 4.637716164548576, 3.873897953824205], 'log_S_mid': [-1.2039728043259361, -1.2039728043259361, -4.280944043481535, -1.5077412036883695], 'log_T_distal': [2.302585092994046, 7.447195180023253, 4.362543585349048, 3.7811141767483782], 'log_S_distal': [-1.2039728043259361, -5.825390734886092, -5.841350102807446, -4.7643338961027615], 'log_L_mid': [-10.276186765698988, -10.86746464320365, -10.512013309865079], 'log_L_distal': [-15.137397000084352, -11.350112462446672, -12.080053614162727], 'log_eta': -2.995732273553991, 'log_head_extra': 5.298317366548036, 'recharge_frac_logit': -0.5921267014255773, 'eta': 0.05000000000000001, 'head_extra_m': 199.99999999999991, 'recharge_frac': 0.35614703916137996}",2000,25,True,0,0.0,cd612c9,20627.778378559975,104449.01408172399
