n_wells,n_cells,dx,param_mode,n_params,forcing,epochs,n_folds,loss,r2_insample,r2_kfold,r2_idw,bounds_hit,theta,fit_time_s,gate_time_s
136,2148,1000.0,homogeneous,13,on,400,5,29.282276968357287,0.9427733506020504,0.6640015923933114,0.880319536282977,"{'log_T': 3, 'log_S': 2, 'log_L': 0, 'log_eta': 1}","{'log_T': [2.302585092994046, 5.3040309963219165, 2.302585092994046, 2.302585092994046], 'log_S': [-1.2039728043259361, -1.2039728043259361, -1.7179309401357896, -6.261142850566221], 'log_L': [-11.265223210996108, -15.393182492426421, -9.986582632343126], 'log_eta': -2.995732273553991, 'recharge_frac_logit': -3.0797901431688364, 'eta': 0.05000000000000001, 'recharge_frac': 0.04394863213822484}",860.3587747719139,6681.976151643321
