n_sites,n_cells,loss,sk_insample,sk_loso,sk_coast_loso,vep_loso,vep_shared_loso
14,1296,0.0001283396704820916,-0.2984453984310338,-0.5562379526035561,-3.9999023048861257,-1.8747378636795728,0.32383327896582237
